,ls3,a4,soct2,idio2,np1,it1,l1b,prot3,vic1ext,aoj11,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,m1,m2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,media3,media4,pn4,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,usmex1,exc7new,vb1,vb2,vb3n,usvb1011,pol1,usvb20,aca6,q1,q2,q5a,q5b,q3c,q10new,q11n,q12bn,q12,q12m,q12f,etid,www1,gi0
605,1,33,2,1,2,2,7,2,2,2,5,5,4,6,5,7,7,6,7,7,6,7,7,7,1,1,3,2,6,6,6,5,6,5,6,5,2,8,8,8,9,7,9,1,1,1,1,3,2,1,1,4002,4001,2,3,1,1,38,1,1,2,2,2,0,0,NA,NA,1,1,1
606,2,17,2,2,2,2,10,2,2,2,5,5,5,7,6,7,6,4,6,3,6,5,1,6,1,4,1,3,1,1,7,5,7,6,1,7,2,9,10,10,10,10,3,2,2,2,2,3,2,1,1,4002,4001,1,3,4,2,70,4,1,2,9,2,0,1,1,0,1,1,1
607,4,13,3,3,2,4,7,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,2,5,1,1,4004,4003,4,4,5,2,49,4,3,2,2,1,0,0,NA,NA,1,2,2
608,1,15,1,3,2,2,9,2,2,1,4,1,2,3,5,6,7,3,6,2,6,5,1,4,1,4,3,2,2,2,4,4,4,6,1,2,3,7,3,5,6,8,3,3,3,3,3,2,3,1,1,4002,4001,1,3,4,2,78,5,1,2,4,6,0,1,0,1,1,1,1
609,1,22,3,3,2,3,5,2,2,3,1,3,3,3,2,7,3,3,1,1,1,2,3,1,5,5,2,2,3,5,3,1,1,4,3,5,3,4,3,3,2,8,8,1,1,1,1,2,4,1,1,4001,4002,3,1,5,1,66,2,2,5,2,1,0,0,NA,NA,4,1,1
610,2,70,1,2,2,3,9,2,2,3,5,4,3,5,7,6,6,2,6,2,4,2,1,5,3,4,2,2,1,1,4,2,6,7,1,6,2,2,9,9,9,10,7,2,2,1,1,2,4,1,1,4002,4001,1,3,1,2,28,2,1,5,16,4,0,0,NA,NA,1,1,1
611,1,58,1,2,2,1,4,2,2,2,5,5,4,4,4,5,6,3,4,2,2,4,6,7,5,3,1,2,2,6,5,5,5,3,5,3,3,10,10,10,7,10,10,2,2,2,1,1,2,1,1,4001,4003,1,2,1,1,31,5,4,11,13,1,0,0,NA,NA,1,1,1
612,3,58,3,2,1,2,3,1,2,2,3,4,2,2,3,2,1,2,2,1,1,4,5,5,5,4,2,2,3,6,6,3,5,2,4,5,2,10,10,10,8,10,10,2,2,1,1,3,3,1,1,4001,4003,2,2,1,2,30,5,4,11,7,1,0,0,NA,NA,1,1,1
613,2,15,1,1,1,2,9,2,2,1,5,5,4,7,6,7,7,3,6,3,6,5,2,5,1,4,2,1,3,1,7,3,6,6,2,6,3,7,10,5,10,10,10,2,2,1,1,3,3,1,1,4002,4001,1,3,3,2,60,2,1,1,15,2,0,1,1,0,1,1,1
614,2,25,2,1,2,4,9,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,4,1,4,4,6,3,2,1,3,1,4,7,5,6,3,3,2,1,5,2,1,1,3,3,3,2,4,3,2,NA,4003,2,2,7,1,44,1,1,12,11,2,1,1,0,1,4003,1,1
615,3,59,1,2,2,2,6,2,1,2,5,2,1,5,6,7,7,1,6,1,5,5,1,3,2,5,1,1,1,1,7,1,7,7,1,7,3,10,10,10,10,10,10,2,2,1,1,2,4,1,1,4003,77,1,5,1,1,46,5,4,11,15,2,1,7,3,4,1,1,1
616,3,70,2,2,2,2,7,2,2,2,6,7,6,5,2,5,5,5,5,5,5,5,4,4,3,3,2,1,5,5,6,6,6,6,6,6,2,5,4,4,2,5,5,2,2,2,2,3,2,3,2,NA,77,3,1,5,2,20,5,2,5,15,1,0,0,NA,NA,4,1,2
617,3,11,2,2,2,2,8,2,2,4,4,5,3,5,5,7,5,3,1,1,3,1,1,2,3,3,2,2,4,2,4,5,4,5,5,4,3,3,6,3,3,4,5,1,1,1,1,2,3,2,2,NA,4001,3,3,4,1,41,5,2,1,17,4,0,0,NA,NA,4003,1,4
618,2,33,3,2,2,2,7,2,2,2,4,3,2,2,2,4,3,2,4,2,1,2,3,2,3,3,2,2,4,4,5,2,4,5,4,3,4,6,5,4,3,7,8,1,1,2,1,3,4,1,1,4001,4003,2,5,5,1,60,3,1,2,2,1,0,0,NA,NA,1,5,5
619,2,58,1,3,2,2,1,2,2,1,2,3,2,2,4,2,4,1,5,3,1,5,4,5,5,5,1,2,2,7,5,2,5,1,5,6,3,3,10,7,7,10,10,1,1,1,1,1,3,1,1,4001,4002,1,2,8,1,22,5,4,11,10,1,0,0,NA,NA,1,1,1
620,1,56,2,1,2,3,1,2,2,2,2,2,2,1,1,2,1,1,3,1,1,1,2,1,5,3,1,2,1,6,4,1,4,3,2,6,3,7,10,10,10,10,10,1,1,1,1,1,4,1,1,4001,4002,2,2,1,1,32,5,4,4,12,2,0,0,NA,NA,1,1,1
621,1,10,2,2,2,2,4,2,2,2,5,2,4,7,6,7,3,1,4,1,1,3,4,6,5,5,1,1,2,1,7,1,7,5,2,6,3,10,10,10,10,10,10,1,1,1,1,3,2,1,1,4004,4003,1,5,2,1,49,5,2,1,16,2,0,0,NA,NA,1,1,1
622,2,33,2,2,2,3,6,2,2,3,5,4,4,5,6,7,6,5,4,4,6,5,4,5,1,2,1,2,4,5,4,4,4,6,5,4,3,5,4,4,4,1,1,2,2,2,1,3,3,1,1,4002,4001,2,3,1,1,42,5,2,1,11,2,1,1,0,1,1,1,1
